time_s,robot_id,robot_name,key,protocol,pwm_left,pwm_right,sonic_angle_deg,sonic_distance_cm,reason
29.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
29.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
29.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
29.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
30.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
30.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
30.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
30.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
30.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
31.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
31.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
31.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
31.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
31.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
32.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
32.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
32.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
32.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
32.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
33.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
33.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
33.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
33.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
33.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
34.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
34.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
34.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
34.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,path_to_final_target
34.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
35.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
35.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
35.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,path_to_final_target
35.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
35.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
36.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
36.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,path_to_final_target
36.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
36.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
36.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
37.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,path_to_final_target
37.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
37.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",20000,20000,0,-1,cached_path_to_final_target
37.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",18000,18000,0,-1,cached_path_to_final_target
